<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20210329;000000;75.7200000;76.5525000;75.2200000;76.5525000;12495354000
20210405;000000;76.4000000;78.0450000;75.9875000;77.3950000;15211863000
20210412;000000;77.3950000;77.7575000;75.3150000;75.8175000;19482232000
20210419;000000;76.0000000;77.0700000;74.6500000;74.9800000;16771662000
20210426;000000;75.4475000;75.5000000;74.1900000;75.2100000;12312245000
20210503;000000;75.1675000;75.3625000;72.0025000;73.7850000;8829026000
20210510;000000;73.7850000;74.6700000;73.5125000;74.0125000;11436021000
20210517;000000;74.0000000;74.1350000;73.3600000;73.5975000;11922771000
20210524;000000;73.6000000;73.8575000;73.1500000;73.1500000;12401390000
20210531;000000;73.3450000;73.7450000;72.7625000;72.7950000;10247824000
20210607;000000;72.8200000;73.0575000;71.5500000;72.1300000;11898789000
20210614;000000;72.1300000;72.8650000;71.6200000;72.8500000;15514823000
20210621;000000;72.9650000;73.3450000;72.0375000;72.2025000;12712220000
20210628;000000;72.2675000;73.8100000;72.0925000;73.2400000;13009540000
20210705;000000;73.2625000;75.3500000;73.1550000;74.3600000;13475041000
20210712;000000;74.2000000;74.8000000;73.8900000;74.0725000;11786325000
20210719;000000;74.1050000;74.7800000;73.5125000;73.7600000;13005936000
20210726;000000;73.8000000;74.2800000;72.6950000;73.1600000;11556954000
20210802;000000;73.2100000;73.5100000;72.6825000;73.4900000;10865016000
20210809;000000;73.5050000;74.1425000;73.1600000;73.2100000;9131121000
20210816;000000;73.2950000;74.5950000;73.1875000;74.2600000;12016357000
20210823;000000;74.0925000;74.4800000;73.5300000;73.5300000;9656560000
20210830;000000;73.5500000;73.6950000;72.5500000;72.7225000;9225747000
20210906;000000;72.7500000;73.5325000;72.6850000;73.1750000;8521473000
20210913;000000;73.1725000;73.2225000;72.2450000;72.8525000;10503888000
20210920;000000;73.0450000;73.6225000;72.5625000;72.7225000;12933641000
20210927;000000;72.8100000;73.2450000;72.4000000;72.7300000;12215808000
20211004;000000;72.9700000;73.0050000;71.6500000;71.8750000;12243005000
20211011;000000;71.8750000;72.1350000;70.9050000;71.0250000;11734642000
20211018;000000;71.0250000;73.7250000;69.8150000;70.3375000;11267985000
20211025;000000;70.3525000;71.0200000;69.2100000;70.9550000;15626777000
20211101;000000;71.3400000;72.2550000;70.7250000;71.2550000;9070326000
20211108;000000;71.2550000;73.2200000;70.5100000;72.8875000;15431338000
20211115;000000;72.7200000;73.6775000;71.1525000;73.4450000;17089675000
20211122;000000;73.4525000;75.9225000;73.1600000;75.6050000;18512370000
20211129;000000;74.8050000;75.2550000;73.3000000;73.8325000;16634888000
20211206;000000;73.7975000;74.6350000;73.2625000;73.3725000;14441055000
20211213;000000;73.4050000;74.3750000;73.2475000;74.1300000;12347220000
20211220;000000;74.3100000;74.5000000;73.1300000;73.6500000;11560694000
20211227;000000;73.6675000;75.1500000;73.0825000;74.6800000;10465872000
20220103;000000;74.6775000;77.3450000;74.1750000;75.7500000;7945498000
20220110;000000;75.5000000;76.9900000;74.3100000;76.2100000;20414841000
20220117;000000;76.2275000;77.5375000;75.6125000;77.4250000;22331274000
20220124;000000;77.2400000;80.4125000;76.9775000;77.8000000;24618857000
20220131;000000;77.8025000;77.8600000;75.6525000;75.8300000;16653898000
20220207;000000;75.8400000;77.6200000;74.2550000;77.1675000;17847166000
20220214;000000;77.2825000;78.2900000;74.8325000;77.3000000;25820726000
20220221;000000;77.6250000;89.6000000;76.1450000;83.0000000;35317884000
20220228;000000;90.0000000;118.3500000;85.0000000;105.0000000;8862829000
20220307;000000;113.8825000;121.5275000;113.1300000;114.2525000;2017886000
20220314;000000;116.2000000;117.0000000;101.7000000;104.8200000;3679359000
20220321;000000;101.0925000;105.9000000;92.0375000;96.0000000;4940436000
20220328;000000;96.0000000;96.5000000;80.3325000;83.9500000;4869041000
20220404;000000;84.9000000;85.3150000;71.0000000;76.0800000;4296509000
20220411;000000;81.9000000;82.8600000;77.8200000;79.9950000;4876825000
20220418;000000;80.4600000;80.8600000;71.8850000;75.4500000;5787115000
20220425;000000;75.4550000;75.5600000;70.3075000;70.9600000;6373212000
20220502;000000;70.0000000;70.9300000;65.3125000;69.4025000;3787639000
20220509;000000;69.4500000;70.2025000;62.6250000;64.5450000;4455734000
20220516;000000;64.4800000;64.4800000;57.0750000;60.2325000;8808932000
20220523;000000;60.3475000;67.4950000;55.8000000;66.7000000;14489367000
20220530;000000;67.2125000;67.2125000;60.2500000;60.9500000;9560371000
20220606;000000;60.8000000;61.9725000;56.2500000;56.8000000;8766345000
20220613;000000;56.9000000;58.3375000;55.6300000;56.4100000;6900328000
20220620;000000;56.6200000;56.8700000;52.8000000;53.4000000;9461635000
20220627;000000;53.4300000;55.8700000;50.0125000;54.5000000;11003123000
20220704;000000;55.4600000;64.9525000;54.5025000;60.9200000;10767982000
20220711;000000;61.2900000;61.8750000;56.5000000;57.1650000;8137697000
20220718;000000;57.1850000;58.8925000;54.5700000;57.2900000;10351187000
20220725;000000;57.6925000;62.2725000;57.0500000;61.6200000;10135803000
20220801;000000;61.3150000;62.6675000;59.3000000;60.5800000;8314462000
20220808;000000;60.5000000;61.4500000;59.9225000;60.6050000;10224324000
20220815;000000;60.6000000;61.6825000;57.7000000;59.1000000;7258132000
20220822;000000;59.2300000;60.5000000;59.1325000;60.5000000;6304353000
20220829;000000;60.4525000;60.8500000;59.6125000;60.5800000;5284265000
20220905;000000;60.7000000;61.5550000;60.2800000;60.6000000;6042815000
20220912;000000;61.0000000;61.0525000;59.4500000;60.2750000;7632837000
20220919;000000;60.3000000;62.7975000;56.6525000;57.9200000;9332956000
20220926;000000;58.1875000;59.2375000;53.2300000;58.4500000;9965897000
20221003;000000;58.2875000;61.7000000;56.7600000;61.0025000;5425350000
20221010;000000;61.0025000;64.9275000;61.0025000;62.1075000;7182900000
20221017;000000;62.0575000;62.6475000;60.7000000;61.2900000;6070508000
20221024;000000;61.0100000;62.0475000;60.8675000;61.5200000;6900562000
20221031;000000;61.7425000;62.4825000;61.0400000;62.1000000;5212713000
20221107;000000;61.9950000;62.3125000;59.9800000;60.5375000;6935488000
20221114;000000;60.2600000;61.0675000;60.0350000;60.4025000;6267530000
20221121;000000;60.5250000;61.1950000;60.3100000;60.5025000;5434992000
20221128;000000;60.6650000;62.0500000;60.5050000;62.0000000;5553126000
20221205;000000;62.0025000;63.4325000;61.4700000;62.4300000;5949363000
20221212;000000;62.1550000;64.9500000;62.1550000;64.6500000;6488891000
20221219;000000;64.8500000;72.6325000;64.6075000;70.2000000;9509090000
20221226;000000;69.9000000;72.9175000;67.8375000;69.9000000;9515829000
20230102;000000;70.8000000;72.4575000;69.6700000;72.1225000;694256000
20230109;000000;71.9150000;72.3000000;67.0875000;68.7875000;6081915000
20230116;000000;68.5350000;69.8325000;67.7575000;68.8300000;5531602000
20230123;000000;68.7025000;69.7300000;68.4650000;69.4600000;4746137000
20230130;000000;69.3700000;70.8300000;69.2275000;70.6000000;4561668000
20230206;000000;70.6100000;73.3950000;70.4425000;73.3900000;4606540000
20230213;000000;73.4175000;75.3000000;72.9150000;74.2900000;5471590000
20230220;000000;74.2150000;76.3625000;73.5875000;76.1300000;4202679000
20230227;000000;76.0000000;76.4875000;73.9800000;75.6325000;5339789000
20230306;000000;75.6025000;76.3000000;75.2225000;76.1000000;3216452000
20230313;000000;75.9025000;77.4900000;74.7300000;77.0600000;5888725000
20230320;000000;76.9475000;77.7575000;75.7125000;77.0750000;5226516000
20230327;000000;76.7375000;77.9500000;76.3175000;77.5975000;5174116000
20230403;000000;77.3025000;83.5000000;77.2925000;81.1275000;6121554000
20230410;000000;80.7225000;82.5925000;80.7225000;81.7900000;4880720000
20230417;000000;81.6525000;82.2000000;81.1750000;81.7000000;4814470000
20230424;000000;81.6075000;81.9900000;79.0175000;80.2500000;6268831000
20230501;000000;80.1000000;80.6200000;76.2550000;77.3800000;6046241000
20230508;000000;77.3800000;78.4900000;75.2325000;77.9200000;5077681000
20230515;000000;77.6675000;81.0600000;77.6675000;80.0000000;5345090000
20230522;000000;79.7575000;80.4775000;79.7350000;80.0600000;4205011000
20230529;000000;79.9175000;81.5275000;79.9000000;81.5000000;4747561000
20230605;000000;81.3575000;83.0400000;80.7200000;82.6350000;4053466000
